manga_id,avg_weekly_sales,median_weekly_sales,std_weekly_sales,min_weekly_sales,max_weekly_sales,sales_velocity,sales_trend_slope,sales_trend_r2,coefficient_variation,sales_range,skewness,kurtosis,autocorrelation_lag1,weeks_since_launch,weeks_to_peak,current_to_peak_ratio,status_encoded,total_volumes,avg_rank,median_rank,best_rank,worst_rank,rank_volatility,weeks_in_top10,weeks_in_top50,top10_ratio,top50_ratio,mal_score,popularity_rank,members,favorites,volumes,chapters,log_members,log_favorites,genre_Action,genre_Adventure,genre_Award Winning,genre_Boys Love,genre_Comedy,genre_Drama,genre_Ecchi,genre_Erotica,genre_Fantasy,genre_Girls Love,genre_Gourmet,genre_Horror,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Slice of Life,genre_Sports,genre_Supernatural,genre_Suspense,num_genres,demographic_Shounen,demographic_Shoujo,demographic_Seinen,demographic_Josei,demographic_Kids,demographic_Unknown,total_interactions,interactions_purchased,interactions_rated,interactions_bookmarked,interactions_viewed,user_avg_rating,user_rating_std,user_rating_count,unique_users
143441,5671.545833333334,3392.5,6187.758690045423,259,32228,-0.6183655301078305,-26.689830118578445,0.089301464046918,1.0908256842429669,31969,1.8765775240770524,3.5369988468647584,0.5193086479572058,239.0,0.0,0.018873339952836,1,20.0,259.74583333333334,215.5,1,500,163.74774166169607,7,22,0.0291666666666666,0.0916666666666666,9.04,580,36069,2831,20.0,105.0,10.493216773897585,7.94873845481361,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,0,1,661,232,0,118,47,0,0,0,629
70345,43560.67592592593,23556.5,51723.32819145082,2740,305804,-0.566804308964491,-380.0173340192632,0.0524641835627844,1.187358546062445,303064,2.3367642277502965,6.753337308165948,0.4767427483635635,107.0,0.0,0.0189075355456436,-1,9.0,66.81481481481481,48.5,1,265,62.8681966569078,24,57,0.2222222222222222,0.5277777777777778,9.04,49,203258,19342,0.0,0.0,12.222236306872512,9.870085875902095,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,299,84,0,63,31,0,0,0,295
130826,4706.375,2952.5,4854.510097829703,304,26981,-0.4998714780029659,-48.41531609749824,0.0429610303345476,1.0312562941830008,26677,2.039128327505686,5.3442522578588605,0.2832495279404413,71.0,12.0,0.0228123494310811,1,6.0,279.7638888888889,241.5,45,500,158.89527412869174,0,2,0.0,0.0277777777777777,9.02,977,22776,1705,6.0,0.0,10.033506533859862,7.441906728051625,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,0,0,1,802,265,0,151,74,0,0,0,766
16765,28899.29333333333,15343.0,33356.00421404352,1390,202929,-0.6093421629425276,-129.60887565417394,0.1132342698752647,1.154175282213174,201539,2.143212529911228,5.391162397685477,0.5180884247356419,299.0,12.0,0.0179102050470854,-1,25.0,93.83666666666667,68.0,1,443,89.43144481792866,51,120,0.17,0.4,9.02,48,203491,17304,0.0,0.0,12.223381971052737,9.758750756069444,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,1,0,0,0,499,147,0,92,57,0,0,0,479
44489,32712.01282051282,19993.0,36874.05739638141,1735,238291,-0.5281574554408418,-235.7634872216339,0.0829013004130671,1.1271984515366738,236556,2.29225650675042,6.972842488420195,0.4274795280335043,155.0,12.0,0.0256188861518059,1,13.0,77.71794871794872,56.0,1,343,74.48126548745499,29,73,0.1858974358974359,0.4679487179487179,9.0,72,175980,19415,13.0,108.0,12.078131313647322,9.873852747406437,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,1,0,0,0,581,201,0,113,44,0,0,0,550
657,16922.309523809523,9328.0,19547.73526624288,868,118903,-0.6037769863904363,-81.16348084042524,0.0912307883149079,1.1550775714845274,118035,2.2500608163057776,6.0842752687690655,0.4494371931912585,251.0,48.0,0.0161623340033472,-1,21.0,137.39285714285714,97.5,1,500,123.86471926718409,32,76,0.1269841269841269,0.3015873015873015,8.98,142,112432,4730,0.0,0.0,11.630112767657405,8.461891875631148,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0,0,1,0,0,0,672,196,0,130,68,0,0,0,639
4632,103422.76923076923,55810.0,113701.62149616424,5317,588656,-0.6151032272507193,-737.0799228714577,0.0852208676640116,1.099376113845378,583339,1.713312532395796,2.7548613782456526,0.5351783116670557,155.0,49.0,0.0298858756217553,1,13.0,34.455128205128204,28.5,1,172,34.63386199629541,53,112,0.3397435897435897,0.717948717948718,8.97,8,524114,58793,13.0,147.0,13.169466404872972,10.981795087863873,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0,0,1,0,0,0,509,138,0,118,53,0,0,0,485
133431,1695.1702898550725,1010.5,1835.6187865940517,100,11629,-0.6306220054219335,-7.9618490032961855,0.1194246846148467,1.0822137361873576,11529,1.9055462585321723,4.3318848431945245,0.5691700898637821,275.0,0.0,0.0202510963969386,1,23.0,396.9311594202899,485.5,76,500,128.92692138601632,0,0,0.0,0.0,8.96,2161,11635,952,23.0,211.0,9.361859019615093,6.859614903654202,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0,0,1,0,0,0,721,192,0,160,87,0,0,0,684
34053,5303.907407407408,3140.0,5787.41402709848,364,33336,-0.5748179882441443,-37.31094534472738,0.0403954481125756,1.090954767470085,32972,1.8665517038559236,4.3486275165945685,0.3867865300405617,107.0,48.0,0.0217557595392368,1,9.0,276.4907407407408,256.0,18,500,169.58858142959733,0,7,0.0,0.0648148148148148,8.96,910,24481,1989,9.0,42.0,10.10569343263546,7.595889917718538,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1,0,0,0,0,0,784,231,0,147,96,0,0,0,748
1303,10624.770833333334,6201.0,13334.854303727854,452,125833,-0.6618364446913386,-62.81115861386482,0.1064953772880296,1.2549540652520053,125381,3.763308721842995,23.72995823255215,0.4124910142276597,239.0,48.0,0.0072874365230106,1,20.0,189.75833333333333,144.0,1,500,148.4483914717689,12,36,0.05,0.15,8.95,286,66258,4862,20.0,171.0,11.101326583678423,8.489410810403786,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1,0,0,0,0,0,715,214,0,149,64,0,0,0,689
23751,6192.625,3826.5,6662.649778257021,446,30841,-0.5612682905742754,-76.28051643192488,0.0566152255231059,1.075727022261926,30395,1.9286074758744416,3.677860876314468,0.5003592926964726,71.0,12.0,0.0295142829350539,1,6.0,242.45833333333331,221.5,3,500,154.98735947561084,2,4,0.0277777777777777,0.0555555555555555,8.93,770,28340,808,6.0,199.0,10.252064798437244,6.695798917058491,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0,0,0,0,0,1,775,225,0,153,81,0,0,0,736
3,47342.655303030304,25102.5,54286.33275678536,2150,293322,-0.6521051678373331,-215.6870693084805,0.0916827404937543,1.146644305542472,291172,2.1457840557539574,5.053199796049549,0.3983219754732058,263.0,36.0,0.0163548932572394,1,22.0,63.45075757575758,41.5,1,307,67.65776624127797,64,147,0.2424242424242424,0.5568181818181818,8.93,24,314020,23227,22.0,249.0,12.657215141634984,10.05311372649194,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0,0,1,0,0,0,820,230,0,178,93,0,0,0,771
104,32653.42307692308,20240.5,35450.58032833705,2134,210973,-0.5370858715348826,-168.82864503485007,0.045993417058225,1.0856287445295587,208839,2.049758895300869,5.062463145072261,0.3990995486390341,155.0,51.0,0.0274241253620131,-1,13.0,78.08974358974359,60.5,1,324,69.95313191013551,29,63,0.1858974358974359,0.4038461538461538,8.92,67,180301,18180,0.0,0.0,12.10238850175329,9.808132371719273,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0,0,0,0,0,1,697,199,0,131,83,0,0,0,669
14893,15675.138888888889,8782.5,16991.741792629044,969,69473,-0.6060801724860934,-229.190623191202,0.0785810547849993,1.0839239121996196,68504,1.5944920331067434,1.8114469422270136,0.5301262064153069,71.0,24.0,0.0342435190649604,1,6.0,153.36111111111111,114.5,1,500,133.5290548444582,10,16,0.1388888888888889,0.2222222222222222,8.92,283,67451,3307,6.0,107.0,11.119171512790077,8.104099056143582,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0,0,0,0,0,1,983,302,0,193,106,0,0,0,926
126479,13718.166666666666,8608.0,14392.169455606369,862,52216,-0.8032823231714664,-3590.818181818182,0.7418038702198353,1.0490556609808446,51354,1.562782453647169,1.5900449638722325,0.9694585185565938,11.0,0.0,0.0506836984832235,1,1.0,172.58333333333334,147.0,15,491,145.72488825027642,0,4,0.0,0.3333333333333333,8.91,455,44626,1856,1.0,15.0,10.706094336004815,7.526717561352706,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,354,127,0,72,23,0,0,0,346
121405,3659.1041666666665,2016.0,3727.820834837601,251,15034,-0.4240453710988723,-70.61338471558838,0.0688615331110289,1.0185012953422594,14783,1.3850432546063074,1.0939445326373072,0.5793236470649333,47.0,12.0,0.04024211786617,1,4.0,319.25,303.5,40,500,158.09747784199467,0,1,0.0,0.0208333333333333,8.88,1630,15027,908,4.0,27.0,9.61767040669386,6.812345094177479,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,0,1,974,292,0,203,113,0,0,0,925
44227,4698.041666666667,3063.5,4441.460496895825,335,19315,-0.5042399126475828,-67.36557013312753,0.0993629174581652,0.9451843188371724,18980,1.3385031554383782,1.401321564055814,0.6107710358430115,71.0,0.0,0.0395806368107688,1,6.0,273.1388888888889,257.0,2,500,164.32668221458837,1,4,0.0138888888888888,0.0555555555555555,8.88,954,23511,530,6.0,231.0,10.065266208098754,6.274762021241939,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0,0,0,0,0,1,685,224,0,115,63,0,0,0,646
74697,14344.395833333334,7834.5,16429.811823696156,754,95454,-0.6104676101175895,-89.81691330059952,0.0918037672162542,1.1453020895749295,94700,2.1518383537549104,5.275292851034514,0.5304973245910428,191.0,24.0,0.0184408196618266,-1,16.0,154.21354166666666,113.5,1,500,127.9238104301017,12,45,0.0625,0.234375,8.88,208,86816,6906,0.0,0.0,11.3715577340064,8.840290669088972,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0,0,0,0,0,1,664,193,0,144,49,0,0,0,641
90125,41886.55952380953,22314.5,47451.42919867069,1930,261676,-0.5790343549776371,-157.88856775891634,0.1041588645857495,1.1328286903823694,259746,1.8572983994550771,3.593048979601844,0.4795747979730178,335.0,0.0,0.0242236582644185,1,28.0,72.63690476190476,49.5,1,373,75.02994843292959,78,172,0.2321428571428571,0.5119047619047619,8.88,25,307195,30054,28.0,281.0,12.63524125933755,10.310784315473262,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,1,0,0,0,672,206,0,154,67,0,0,0,648
126287,26534.8625,14907.5,28431.18391180584,851,162283,-0.6360041996110479,-130.59768008125138,0.1012779104991368,1.0714249032533176,161432,1.820893609918008,3.726624062826376,0.51816093170512,239.0,25.0,0.0231755636758009,-1,20.0,92.67916666666666,70.0,1,500,90.7832651574005,48,95,0.2,0.3958333333333333,8.87,73,175959,10743,0.0,0.0,12.078011975462656,9.282102738203074,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,0,0,0,0,0,750,234,0,153,54,0,0,0,710
86769,3932.647727272728,1937.0,4598.129255732061,187,27608,-0.6629856415621731,-19.762377306315173,0.107284356102093,1.1689224797259696,27421,2.232766079082182,6.047248616013739,0.4718611645339298,263.0,12.0,0.0152763691683569,-1,22.0,313.84090909090907,324.5,31,500,161.63503265378992,0,4,0.0,0.0151515151515151,8.87,834,26518,1662,0.0,0.0,10.18561673619821,7.416378479192928,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,1,494,144,0,104,34,0,0,0,472
104039,7304.020833333333,4021.5,8523.38118320475,321,58384,-0.7031016421861496,-30.88536329585645,0.123530746929028,1.1667839664894524,58063,2.2612510397898484,6.386230379326552,0.4762996739487851,335.0,24.0,0.0141477117018361,-1,28.0,240.05059523809524,209.0,1,500,161.83140973932447,5,34,0.0148809523809523,0.1011904761904761,8.87,362,53168,3647,0.0,0.0,10.88123079872325,8.201934351194222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,0,1,642,202,0,126,67,0,0,0,613
56805,61696.04761904762,36016.0,63468.84522400861,4093,277227,-0.5312052099886843,-720.4778171509569,0.0757592743809537,1.0287177048714076,273134,1.5385649107353756,1.917334273090744,0.5307767193034538,83.0,13.0,0.0376478481533184,1,7.0,47.54761904761905,37.0,1,206,44.41589289826463,22,51,0.2619047619047619,0.6071428571428571,8.86,26,293744,23153,7.0,64.0,12.590467323019046,10.049922830765674,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0,0,0,0,0,463,125,0,99,51,0,0,0,443
1224,11469.389880952382,5854.0,14018.72549420672,506,94630,-0.632324201938943,-44.80219973679715,0.0960893098514558,1.2221664337221945,94124,2.4954792812879782,8.040101880514968,0.4546332620405189,335.0,48.0,0.0123348832294198,-1,28.0,187.07142857142856,147.0,1,500,150.12481201877813,23,68,0.0684523809523809,0.2023809523809523,8.86,222,81015,4397,0.0,0.0,11.302401945012122,8.388905171114706,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,1,0,0,0,477,160,0,90,47,0,0,0,457
35243,25972.02037037037,14109.5,31716.71041617745,877,268484,-0.6548417821946174,-77.8270245935152,0.1463151728878517,1.2211406283868085,267607,2.648972086281677,10.161474652078844,0.4806768867977259,539.0,12.0,0.0098627851194112,1,45.0,105.11851851851851,73.0,1,500,102.26988998627706,75,202,0.1388888888888889,0.374074074074074,8.86,34,245424,20038,45.0,407.0,12.410746680560722,9.905435653754145,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1,0,0,0,0,0,548,152,0,111,62,0,0,0,525
336,27314.533333333333,15643.5,32866.33057921468,1216,223168,-0.6176009685802439,-131.3793424371382,0.1198417568919719,1.2032102825211055,221952,2.800255522068824,10.485668792342008,0.4849711082858499,299.0,1.0,0.0161279842988242,1,25.0,95.12333333333332,67.0,1,464,93.66056510375942,53,124,0.1766666666666666,0.4133333333333333,8.86,58,191793,11978,25.0,208.0,12.164177158356138,9.39091039573133,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,0,0,0,0,0,957,276,0,206,94,0,0,0,909
140765,3169.342105263158,1702.0,3696.9223433538,175,20963,-0.6277157459002896,-18.305548271347817,0.1062098803373436,1.166095714786254,20788,2.197496523770965,5.511080265109625,0.5232846745094955,227.0,48.0,0.0181152506797691,-1,19.0,337.17543859649123,381.5,15,500,157.17995863575436,0,3,0.0,0.0131578947368421,8.84,1153,19765,894,0.0,0.0,9.89171856893613,6.796823718274855,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,0,1,869,275,0,188,84,0,0,0,837
7375,25219.82843137255,15324.5,25877.130230109644,1442,160003,-0.5823767489088493,-134.72719607607556,0.094004138302162,1.026022214160131,158561,1.7934781848565138,4.1251992837595965,0.5090055268132891,203.0,48.0,0.0222089585820265,1,17.0,95.98039215686276,63.0,1,423,94.32089369848816,36,80,0.1764705882352941,0.392156862745098,8.84,87,157489,9849,17.0,170.0,11.967117243168628,9.195226734166134,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0,0,1,0,0,0,617,185,0,112,65,0,0,0,593
178182,2626.5916666666667,1738.5,2568.047651738032,191,11213,-0.5321780950144377,-18.538235294117644,0.0625290326001078,0.9773389390429252,11022,1.3891417049732817,1.3902633243246214,0.4457633316962974,119.0,0.0,0.030478016587889,1,10.0,346.5416666666667,365.0,49,500,152.22548493563386,0,2,0.0,0.0166666666666666,8.83,1802,13844,418,0.0,53.0,9.53567943560506,6.037870919922137,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,1,523,162,0,110,50,0,0,0,499
86119,2775.777777777778,1464.5,3333.59549061696,100,22892,-0.5571840944622499,-10.440708458818971,0.1281859700314613,1.2005265661859326,22792,2.6170488718441507,9.05158580297798,0.5231885935193274,395.0,0.0,0.0129630438581163,1,33.0,353.27525252525254,405.5,1,500,153.34457301916876,1,6,0.0025252525252525,0.0151515151515151,8.83,987,22625,1419,33.0,772.0,10.026854966486413,7.258412150595307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,333,96,0,66,39,0,0,0,324
21525,16195.230902777776,8802.5,24252.296643976788,678,317087,-0.7070656269725666,-50.07480782030994,0.1178678198939787,1.4974037348292764,316409,5.503413398978955,50.4820873719494,0.432887630000943,575.0,48.0,0.0045508015150416,1,48.0,157.24652777777777,108.0,1,500,136.65746280654216,55,146,0.0954861111111111,0.2534722222222222,8.83,88,155027,15416,48.0,292.0,11.951361024748302,9.64322607566034,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,0,0,0,0,637,210,0,116,69,0,0,0,618
70261,14049.80128205128,7493.5,16121.96033104037,619,86303,-0.6134906293573806,-59.12545092334086,0.1091030058857191,1.1474050488234306,85684,2.097845049450425,4.788258168974851,0.5087282839075321,311.0,60.0,0.01894198347682,1,26.0,162.0448717948718,118.5,1,500,134.1839936071668,27,72,0.0865384615384615,0.2307692307692307,8.82,163,102799,9374,26.0,330.0,11.540540632003202,9.14580185083861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,322,105,0,59,28,0,0,0,312
